Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6,94.1,0,0,92,4212.141886,0.008333,0.021875,6.664928,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,3,60.5,74,3105.365207,0.015789,0.022262,0,0,Nov,1,2,5,2,Returning_Visitor,FALSE,FALSE
4,184.366667,0,0,3,52.266667,0,0.021212,0,0,Oct,3,2,1,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,1483.333333,0.008333,0.026389,0,0.4,May,2,4,2,3,Returning_Visitor,FALSE,FALSE
3,39,0,0,2,4,0,0.04,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
4,40.2,1,16.133333,9,229.883333,0,0.014286,0,0,Oct,2,2,6,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,60,0,0.053333,0,0,Dec,2,2,1,20,Returning_Visitor,FALSE,FALSE
3,61,0,0,79,2819.966667,0.006098,0.02439,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,445.583333,0.004,0.024,0,0,Dec,2,10,1,1,Returning_Visitor,FALSE,FALSE
9,233.622404,0,0,35,1941.066667,0.012558,0.029172,0,0,Aug,3,2,7,2,Returning_Visitor,FALSE,FALSE
4,193.4,0,0,3,364.7,0,0.028571,0,0,Oct,2,2,4,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,68,1806.166667,0.004412,0.027941,0,0,Nov,2,2,2,13,Returning_Visitor,TRUE,FALSE
0,0,1,33,25,972.25,0.019231,0.012937,0,0,May,1,2,1,1,Returning_Visitor,FALSE,FALSE
14,574.451191,0,0,41,2688.864762,0,0.011853,36.962205,0,Sep,3,2,3,4,Returning_Visitor,FALSE,TRUE
6,152,0,0,17,450.75,0.028571,0.052381,14.1074,0,Nov,1,8,3,11,Returning_Visitor,FALSE,TRUE
2,52.5,0,0,10,753.1,0,0.02,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,203.666667,0,0.009524,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
2,147.5,7,209,48,698.67152,0.004487,0.01989,68.913643,0,Nov,3,2,7,11,Returning_Visitor,FALSE,TRUE
4,38,0,0,6,107,0.006061,0.042424,0,1,May,2,6,2,2,Returning_Visitor,TRUE,FALSE
2,33.4,0,0,35,1795.925,0,0.01,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,140.458333,0.028571,0.034286,0,0,Nov,3,3,9,2,Returning_Visitor,FALSE,FALSE
6,104.113636,3,95,95,2411.789279,0,0.010683,16.784202,0,May,3,2,5,6,Returning_Visitor,FALSE,FALSE
6,93,2,23,37,783.875,0.003409,0.03171,0,0,Nov,2,2,1,11,Returning_Visitor,TRUE,FALSE
9,88.604167,0,0,114,2997.00203,0,0.00599,32.567257,0,Nov,2,4,2,2,Returning_Visitor,FALSE,TRUE
1,146,0,0,7,221.4,0.025,0.0225,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,2464.9,0.00303,0.051515,0,0.8,May,2,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,35,0.066667,0.1,0,0.6,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,559.75,0.011765,0.019608,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,402.958333,0.02,0.036667,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,2524,0.008929,0.051786,0,0,May,2,2,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
3,72,0,0,12,871.5,0.015385,0.030769,0,0,Nov,2,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,3,60.5,74,3105.365207,0.015789,0.022262,0,0,Nov,1,2,5,2,Returning_Visitor,FALSE,FALSE
8,466.616667,5,81.4,25,1220.175,0.02,0.040444,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
2,87.5,0,0,29,1352.133333,0,0.025287,34.601602,0,Nov,3,2,6,2,Returning_Visitor,TRUE,TRUE
6,75.5,0,0,3,66.05,0,0.022222,21.47142,0,Aug,2,2,7,6,Returning_Visitor,FALSE,TRUE
4,211.8,0,0,15,512.9,0,0.00625,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,12,153.625,0,0.008333,0,0,Nov,2,2,3,2,New_Visitor,FALSE,TRUE
0,0,0,0,2,52,0,0.1,0,0,Feb,1,1,1,3,Returning_Visitor,FALSE,FALSE
3,36.2,0,0,16,166.706271,0,0.014706,0,0,Aug,2,2,6,5,New_Visitor,FALSE,FALSE
0,0,0,0,8,402,0,0.038095,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,168.285714,0,0.069444,0,0.8,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
2,107.4,2,96.7,32,833.325,0.02451,0.035882,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE,TRUE
6,394.1,4,489.6,40,1190.4,0,0.012319,17.190739,0,May,3,2,1,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Nov,2,2,5,1,Returning_Visitor,FALSE,FALSE
10,62.5,1,93,28,724.333333,0,0.023232,14.737091,0.2,May,2,2,4,5,New_Visitor,FALSE,FALSE
0,0,0,0,9,740.166667,0,0.014286,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
3,75.5,1,0,130,4737.087716,0.006061,0.011476,43.774241,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,0,0.2,0.2,0,0,Nov,1,1,6,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,106,1974.702597,0.001887,0.014427,1.324135,0,May,2,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,3,3,Returning_Visitor,FALSE,FALSE
2,50,0,0,29,598.297619,0,0.016667,0,0,Mar,2,6,3,1,Returning_Visitor,FALSE,FALSE
2,86.388889,0,0,29,897.090278,0.013978,0.046598,7.053335,0,Nov,2,2,6,3,Returning_Visitor,FALSE,FALSE
6,104.113636,3,95,95,2411.789279,0,0.010683,16.784202,0,May,3,2,5,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,584.5,0.009091,0.036364,0,0,May,4,1,9,4,Returning_Visitor,FALSE,FALSE
1,19.75,2,0,29,942.395833,0.048182,0.075942,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
5,96.75,0,0,113,2151.097436,0,0.005172,0,0,Nov,2,2,2,11,New_Visitor,FALSE,FALSE
0,0,0,0,17,469.416667,0,0.011765,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
6,27,1,0,141,6481.483333,0,0.019984,1.257439,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
2,16.5,0,0,48,869.1,0.008511,0.014968,3.060766,0,May,2,10,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,4,2,1,8,New_Visitor,FALSE,FALSE
13,83.995238,2,99.8,24,364.961905,0,0.018182,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,255,0,0,35,1178,0.035294,0.064706,0,1,May,3,2,3,4,Returning_Visitor,TRUE,FALSE
2,12,0,0,13,510,0,0.035714,0,1,May,1,1,2,3,Returning_Visitor,TRUE,FALSE
3,273.66,0,0,24,751.626667,0.004571,0.024838,14.853373,0,Jul,3,2,2,1,Returning_Visitor,TRUE,FALSE
4,128.5,0,0,14,273.25,0,0.0125,0,0,May,1,8,4,4,Returning_Visitor,TRUE,FALSE
0,0,1,41,13,698,0,0.032143,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,149.5,0,0.066667,0,0.4,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,36,631.306863,0.021143,0.047901,0,0.8,May,2,2,3,6,Returning_Visitor,FALSE,FALSE
2,143.25,0,0,38,2508.413853,0,0.007456,54.164518,0,Nov,2,2,7,2,Returning_Visitor,FALSE,TRUE
2,32,0,0,16,230.1,0,0.0125,0,0,May,2,2,2,1,Returning_Visitor,TRUE,FALSE
5,230.25,2,135,27,517.392857,0,0.011458,30.269375,0,May,2,2,4,2,New_Visitor,TRUE,TRUE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
2,28.057143,0,0,73,2260.857143,0.002667,0.018933,0,0,June,2,2,7,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,50,1085.891081,0.025952,0.041399,0,0,Oct,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,123.75,0,0,21,938.333333,0.01,0.016667,218.395192,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
5,96.75,0,0,113,2151.097436,0,0.005172,0,0,Nov,2,2,2,11,New_Visitor,FALSE,FALSE
1,58,0,0,33,647.625,0,0.00625,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
1,9,0,0,46,4084.393939,0,0.001795,0,0,Feb,2,2,8,4,Returning_Visitor,FALSE,FALSE
6,595.1,3,1439,19,1119.716667,0,0.016667,0,0,May,1,1,8,2,Returning_Visitor,FALSE,FALSE
1,37,0,0,81,2533.833333,0.002532,0.010231,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
0,0,2,0,99,2622.600281,0.022,0.02852,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,26,409.3,0.007692,0.038462,0,0,Jul,1,1,1,1,Returning_Visitor,FALSE,FALSE
1,6,0,0,14,548.185714,0.028571,0.02987,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,57,980.833333,0.007143,0.044643,0,0.8,May,2,2,3,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,71.75,0,0.055556,0,1,May,2,4,2,3,Returning_Visitor,TRUE,FALSE
8,318.801282,3,164,107,4447.110508,0.00117,0.013147,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
1,20,0,0,8,268,0,0.025926,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,152.333333,0.023932,0.03956,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,21,0,0.066667,0,0,Nov,2,4,2,2,Returning_Visitor,TRUE,TRUE
2,41.5,0,0,43,4215.961111,0.009302,0.022171,0,0,Dec,2,10,2,1,Returning_Visitor,FALSE,FALSE
7,170.833333,1,39,4,45.333333,0,0.011111,0,0,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
5,169.975,3,106,90,4792.380767,0.004167,0.007479,41.55802,0,Nov,3,2,6,1,Returning_Visitor,FALSE,TRUE
4,341.6,0,0,3,77,0,0.022222,0,0,Oct,3,2,8,2,New_Visitor,TRUE,FALSE
1,58,0,0,33,647.625,0,0.00625,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,20,1413.768571,0.025,0.038472,0,0,June,1,2,3,1,Returning_Visitor,TRUE,FALSE
5,32,0,0,30,425.033333,0,0.0125,0,0,Oct,2,2,7,1,Returning_Visitor,FALSE,FALSE
1,41.4,0,0,30,558.611111,0.009091,0.046465,0,0,Sep,2,10,2,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,50,1085.891081,0.025952,0.041399,0,0,Oct,1,1,1,4,Returning_Visitor,FALSE,FALSE
3,34.5,0,0,17,298.875,0,0.014035,0,0,Dec,1,5,1,2,New_Visitor,FALSE,FALSE
5,230.25,2,135,27,517.392857,0,0.011458,30.269375,0,May,2,2,4,2,New_Visitor,TRUE,TRUE
2,34.916667,1,33.5,21,496.482143,0.008696,0.025121,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
2,7,0,0,27,541.207143,0.008889,0.029321,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,11,0.088889,0.188889,0,0,Dec,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,1666.5,0,0.033333,0,0,Nov,2,5,3,3,Returning_Visitor,FALSE,FALSE
2,21.2,0,0,7,897.8,0,0.055556,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,14,0,0,49,789.958333,0.004167,0.015097,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,1476.3,0.007692,0.012821,0,0,Mar,2,2,3,8,Returning_Visitor,FALSE,FALSE
2,107.4,2,96.7,32,833.325,0.02451,0.035882,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE,TRUE
5,230.25,2,135,27,517.392857,0,0.011458,30.269375,0,May,2,2,4,2,New_Visitor,TRUE,TRUE
6,200.333333,0,0,9,154,0,0.030769,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
6,107,1,10.5,5,39.5,0,0.0125,0,0,May,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,19,421,0,0.010526,0,0,Dec,2,2,6,3,Returning_Visitor,FALSE,FALSE
2,9.166667,2,24,80,5426.022078,0.012875,0.033916,0,0,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
4,353.5,0,0,24,583.083333,0,0.007692,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
2,35,0,0,11,131.3,0,0.015385,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,17,806.666667,0,0.027059,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,685,0,0.022222,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
3,273.66,0,0,24,751.626667,0.004571,0.024838,14.853373,0,Jul,3,2,2,1,Returning_Visitor,TRUE,FALSE
4,62.5,0,0,53,1840.369156,0.007407,0.023148,46.778318,0,Dec,1,1,2,2,Returning_Visitor,FALSE,TRUE
0,0,4,37,69,4112.394444,0.007123,0.022355,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,23,386.18,0.004348,0.016522,0,0,Jul,1,1,1,4,Returning_Visitor,FALSE,FALSE
5,59,0,0,3,44.666667,0,0.025,0,0,Mar,2,4,6,2,Returning_Visitor,TRUE,FALSE
4,41.2,1,0,15,142.4,0.022222,0.077778,0,0,Jul,1,1,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,432,0,0.014286,270.784693,0,Nov,2,4,1,8,New_Visitor,FALSE,TRUE
0,0,0,0,14,267.25,0,0.021429,0,0,Nov,3,2,1,11,New_Visitor,TRUE,FALSE
0,0,0,0,17,469.416667,0,0.011765,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,46,2158.5,0.019565,0.032246,0,0,Nov,1,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,27,701.9,0.007407,0.028395,0,0,Aug,3,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,935.25,0,0.009804,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,7,432,0,0.014286,270.784693,0,Nov,2,4,1,8,New_Visitor,FALSE,TRUE
0,0,0,0,19,923.22,0,0,0,0,Aug,1,1,1,4,Returning_Visitor,FALSE,FALSE
2,55.5,0,0,2,26,0,0.06,0,0,Dec,1,2,9,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,7,20,Returning_Visitor,FALSE,FALSE
7,105.75,0,0,124,3394.130159,0.001587,0.012919,5.921482,0,May,2,2,3,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,22,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,90.8,0,0.025,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
2,147.5,7,209,48,698.67152,0.004487,0.01989,68.913643,0,Nov,3,2,7,11,Returning_Visitor,FALSE,TRUE
4,49.3,0,0,12,524.969231,0,0.0125,0,0,Sep,2,2,5,2,New_Visitor,FALSE,FALSE
3,29.815152,0,0,189,7190.547947,0.001396,0.014604,39.292163,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,21,1077.25,0.019048,0.047619,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,270.75,0,0.057143,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,177.666667,0,0.04,0,0,May,1,1,1,4,New_Visitor,FALSE,FALSE
4,229.25,0,0,8,372.25,0.022222,0.009524,0,0,Dec,1,2,1,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,1,8,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,18,353.083333,0.022222,0.05,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
1,7,4,103.75,99,3517.039683,0.00719,0.020422,0,0,Nov,2,2,1,8,Returning_Visitor,FALSE,TRUE
4,82,0,0,23,570.516667,0.007407,0.024074,0,0,Mar,1,2,7,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1116.473333,0.033,0.027955,0,0,Oct,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,748.25,0.016667,0.022222,0,0,Nov,1,2,1,2,Returning_Visitor,TRUE,FALSE
1,7,0,0,7,151.5,0,0.025,50.9925,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
3,16,0,0,24,1004.383333,0,0.023077,0,0,June,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,242.75,0.014286,0.047619,0,0,Nov,3,2,3,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,925.898809,0.02,0.029524,0,0,Nov,3,2,2,2,Returning_Visitor,FALSE,FALSE
4,41,0,0,50,2428.35,0.020513,0.041868,9.442927,0,Nov,2,5,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,17,391.866667,0,0.029412,0,1,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
5,274.333333,0,0,13,717.6,0,0.001961,0,0,Mar,1,1,3,10,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,7,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,270.75,0,0.057143,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,FALSE
1,58,0,0,33,647.625,0,0.00625,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
5,53,0,0,38,2246.166667,0.016923,0.013932,0,0.2,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,61.5,0.028571,0.085714,0,0,Dec,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
3,74,0,0,44,844.941667,0.004444,0.015926,0,0,Dec,1,2,1,10,Returning_Visitor,FALSE,FALSE
3,52,0,0,60,3451.751515,0.006667,0.011566,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
1,10,0,0,16,120,0.053333,0.08,0,0,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,445.583333,0.004,0.024,0,0,Dec,2,10,1,1,Returning_Visitor,FALSE,FALSE
1,16,0,0,7,136,0,0.009524,0,0,May,2,10,3,2,Returning_Visitor,FALSE,FALSE
1,15.2,0,0,81,4536.308139,0.032305,0.054759,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,576.3,0.016667,0.011458,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
10,78.9,0,0,15,718.8,0,0.015789,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
21,157.888333,3,84.8,170,3888.278636,0,0.004515,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,2,75.5,109,4008.578283,0.003003,0.018998,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,386.75,0.016667,0.051389,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Aug,3,2,2,3,Returning_Visitor,FALSE,FALSE
3,22.277778,1,0,6,36.902778,0,0.086667,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,57,980.833333,0.007143,0.044643,0,0.8,May,2,2,3,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,806.666667,0,0.027059,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,76.5,0.04,0.047619,0,0,May,1,1,4,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,76.5,0.04,0.047619,0,0,May,1,1,4,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,226,0.086667,0.133333,0,0,May,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,482.5,0.02,0.04,0,0,Nov,1,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,232.666667,0,0.014286,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
4,41.2,1,0,15,142.4,0.022222,0.077778,0,0,Jul,1,1,4,2,Returning_Visitor,FALSE,FALSE
4,68.5,2,845,82,2448.784448,0.000375,0.008908,6.506831,0,Mar,1,1,2,2,Returning_Visitor,FALSE,TRUE
11,157.058333,5,514,79,2605.702273,0,0.006408,14.851313,0,May,2,2,7,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,221,0,0.025,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,FALSE
2,55.5,0,0,2,26,0,0.06,0,0,Dec,1,2,9,3,Returning_Visitor,TRUE,TRUE
9,73.25,0,0,26,2923.25,0.02069,0.037931,0,0,Dec,1,1,3,1,Returning_Visitor,FALSE,FALSE
12,356.125,0,0,44,2187.338725,0.005102,0.029042,0,0,Dec,1,1,8,1,Returning_Visitor,FALSE,FALSE
2,123.75,0,0,21,938.333333,0.01,0.016667,218.395192,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
2,55.5,0,0,2,26,0,0.06,0,0,Dec,1,2,9,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,15,147.583333,0.014286,0.028571,0,0,Nov,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,30,1737.016667,0.034483,0.048358,1.444764,0,June,3,2,4,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Jul,1,1,3,1,Returning_Visitor,FALSE,FALSE
3,168,0,0,7,296.166667,0,0.011111,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
2,20.142857,0,0,4,33.142857,0,0.039815,0,0,Dec,3,2,1,10,Returning_Visitor,FALSE,FALSE
3,44,4,1636,49,4945.083333,0.009259,0.029444,6.165,0.8,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,18,0,0.066667,0,0.2,May,2,2,2,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,3,3,Returning_Visitor,FALSE,FALSE
5,224.8,0,0,30,974.9,0.00625,0.014063,25.111509,0,Nov,2,2,4,4,Returning_Visitor,FALSE,FALSE
6,121,0,0,7,65.5,0.0125,0.0625,0,0,Nov,1,1,6,1,Returning_Visitor,FALSE,FALSE
2,7,0,0,27,541.207143,0.008889,0.029321,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
4,63.6,0,0,27,459.963636,0.007407,0.033951,0,0,May,1,1,1,3,Returning_Visitor,TRUE,FALSE
4,229.25,0,0,8,372.25,0.022222,0.009524,0,0,Dec,1,2,1,8,Returning_Visitor,FALSE,FALSE
2,55.5,0,0,2,26,0,0.06,0,0,Dec,1,2,9,3,Returning_Visitor,TRUE,TRUE
18,505.4,1,10,105,4434.281746,0.005042,0.029693,4.52833,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,53,2052.125,0,0.003922,52.49862,0,Nov,2,4,2,2,New_Visitor,TRUE,TRUE
0,0,0,0,13,152.333333,0.023932,0.03956,0,0.8,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
3,44,4,1636,49,4945.083333,0.009259,0.029444,6.165,0.8,May,2,2,2,4,Returning_Visitor,FALSE,TRUE
10,225.45,0,0,60,1449.608333,0.004545,0.01132,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE,FALSE
4,71.333333,0,0,21,295.333333,0.016667,0.058333,0,0,Jul,2,10,3,2,Returning_Visitor,TRUE,TRUE
4,72.5,0,0,28,1248.058333,0.014063,0.024479,0,0,Nov,2,6,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,136,0.142857,0.154762,0,0.8,May,3,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,33.2,0.133333,0.166667,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE,FALSE
9,201.85,2,20.6,43,1458.93619,0,0.009524,0,0,Aug,3,2,3,1,New_Visitor,FALSE,FALSE
0,0,0,0,35,1579.333333,0.005714,0.02,0,0,Nov,2,2,1,1,New_Visitor,FALSE,FALSE
3,94.6,0,0,1,4,0,0.05,0,0,Jul,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,44,1151.116667,0,0.017829,7.529302,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
1,33.5,0,0,34,1181.85119,0,0.035156,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,47,0,0.05,0,0,Nov,2,2,3,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,68.5,0,0.033333,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
1,40.25,0,0,19,501.766667,0,0.010526,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
12,509.53125,2,11,33,2032.599702,0,0.020477,5.730539,0,Nov,2,2,2,1,Returning_Visitor,FALSE,FALSE
1,23.2,0,0,0,0,0,0.033333,0,0,Oct,2,2,6,3,Returning_Visitor,FALSE,TRUE
4,211.8,0,0,15,512.9,0,0.00625,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,256.5,0,0.04,0,0,Dec,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,751.8,0.026667,0.04,0,0,Mar,1,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,2,75.5,109,4008.578283,0.003003,0.018998,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,447.133333,0,0.018182,17.296764,0,Oct,2,2,5,2,New_Visitor,TRUE,TRUE
4,76.25,0,0,141,3274.521154,0,0.008392,6.425758,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,282.5,0,0,17,451,0.0625,0.085417,0,0,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
