longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.4,34.22,43,1220,222,729,230,3.6442,186300,'<1H OCEAN'
-121.16,38.16,31,1953,366,999,316,2.4906,122500,INLAND
-117.1,32.96,7,3619,770,1134,482,4.1279,167600,'<1H OCEAN'
-121.45,38.61,34,438,116,263,100,0.9379,67500,INLAND
-117.93,33.65,26,5831,1546,4738,1477,3.1483,213000,'<1H OCEAN'
-121.9,37.33,11,1283,390,718,345,4.226,166700,'<1H OCEAN'
-118.09,34.06,31,1146,289,1163,258,2.2083,185600,'<1H OCEAN'
-118.13,33.79,45,2317,448,1057,428,4.375,234800,'NEAR OCEAN'
-121.32,37.67,21,1494,271,781,255,4.3015,250000,INLAND
-118.02,33.92,35,2075,424,1312,396,3.7969,164800,'<1H OCEAN'
-121.09,38.19,23,762,140,358,141,2.4545,105000,INLAND
-117.99,33.74,26,4065,741,1960,739,4.506,240000,'<1H OCEAN'
-119.2,34.26,25,2203,367,1194,377,5.4087,223200,'NEAR OCEAN'
-121.2,38.69,26,3077,607,1603,595,2.7174,137500,INLAND
-116.97,33.96,12,5876,1222,2992,1151,2.4322,112100,INLAND
-121.85,36.61,38,238,?,191,67,1.3897,125000,'<1H OCEAN'
-115.5,32.75,13,330,72,822,64,3.4107,142500,INLAND
-117.99,34.13,37,1568,371,1618,350,2.9605,129400,INLAND
-119.72,36.8,15,3045,689,1340,588,3.1953,85700,INLAND
-116.37,33.69,7,8806,1542,858,448,7.8005,318100,INLAND
-118.46,35.12,16,4084,812,2033,668,3.2405,85500,INLAND
-119.77,36.32,14,3400,618,1867,612,3.9926,92500,INLAND
-118.96,35.37,40,1603,374,1026,337,1.365,54300,INLAND
-122.48,37.74,52,2841,517,1372,517,3.9236,335000,'NEAR OCEAN'
-118.29,34.07,26,2302,1124,2660,1004,2.3567,253100,'<1H OCEAN'
-116.12,33.53,17,2421,820,2971,685,1.654,100000,INLAND
-118.23,34.18,43,1708,280,768,276,6.207,457400,'<1H OCEAN'
-117.95,33.84,19,1749,406,969,391,3.75,173400,'<1H OCEAN'
-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND
-118.26,34.09,36,3503,833,2652,788,3.8448,241400,'<1H OCEAN'
-117.26,33.08,12,5080,814,1958,716,5.3905,299600,'NEAR OCEAN'
-120.47,35.04,29,1315,279,926,249,2.9375,144800,'<1H OCEAN'
-121.54,39.13,18,4289,1021,2707,939,1.3375,59600,INLAND
-118.19,34.16,49,1788,267,735,266,6.6009,375700,'<1H OCEAN'
-118.34,34.18,45,3566,701,1601,653,3.8668,232000,'<1H OCEAN'
-117.93,33.86,35,1216,225,893,228,4.0288,184000,'<1H OCEAN'
-118.27,34.05,26,1164,674,1685,541,1.5727,225000,'<1H OCEAN'
-119.51,34.39,32,1921,394,951,334,3.233,346000,'NEAR OCEAN'
-118.31,33.79,38,1601,352,711,304,3.3958,250000,'<1H OCEAN'
-118.08,33.84,31,2377,600,2042,593,3.625,170400,'<1H OCEAN'
-117.68,34.04,27,574,103,321,103,3.9107,186500,INLAND
-122.71,38.37,16,2355,345,1014,348,5.6018,253000,'<1H OCEAN'
-118.11,34,24,2403,590,2103,547,2.7292,193800,'<1H OCEAN'
-119.73,36.8,15,2376,538,1197,510,3.1417,74600,INLAND
-117.36,33.99,42,1178,261,804,283,2.9688,92900,INLAND
-116.57,33.64,10,489,82,183,74,6.2702,345500,INLAND
-118.14,34.7,36,1205,317,678,290,2.0182,98400,INLAND
-117.38,33.99,52,1797,332,905,313,2.7054,141700,INLAND
-118.04,34.09,34,2597,461,1542,470,4.6211,248900,INLAND
-117.53,33.69,6,454,102,213,43,10.9704,483300,'<1H OCEAN'
-121.92,37.74,8,452,51,140,43,12.5915,432400,'<1H OCEAN'
-117.96,33.8,33,1984,420,1119,387,3.4821,231300,'<1H OCEAN'
-118.36,33.94,39,1390,410,1666,371,3.3056,156800,'<1H OCEAN'
-118.09,33.98,37,1270,272,1092,274,3.5,160700,'<1H OCEAN'
-122.29,37.91,46,2085,346,748,354,4.0536,262000,'NEAR BAY'
-118.4,34,37,1534,258,751,259,5.444,336000,'<1H OCEAN'
-122.01,37.26,14,2561,404,1172,378,7.6107,500001,'<1H OCEAN'
-118.48,34.2,12,3831,1083,2258,967,2.4375,255400,'<1H OCEAN'
-119.38,36.56,14,3965,804,1945,733,2.6906,95300,INLAND
-122.02,37.36,24,1709,437,892,408,4.9671,335200,'<1H OCEAN'
-121.98,37.27,25,3075,564,1633,543,5.2528,269400,'<1H OCEAN'
-122.09,37.71,35,2663,387,1086,367,5.1498,266400,'NEAR BAY'
-120.44,34.96,30,1685,315,1290,368,3.4722,112500,'<1H OCEAN'
-118.19,34.03,27,1346,340,1177,295,1.7995,153400,'<1H OCEAN'
-118.19,34.05,46,1051,302,1435,305,1.6667,133600,'<1H OCEAN'
-116.98,32.73,16,952,143,530,143,5.0864,175300,'<1H OCEAN'
-121.81,37.33,4,5532,778,3651,770,7.2982,343000,'<1H OCEAN'
-119.03,35.37,42,2508,483,1035,442,2.6513,72300,INLAND
-117.86,33.89,24,2002,253,820,241,6.9612,274500,'<1H OCEAN'
-122.84,38.41,19,2191,391,1065,404,4.125,204600,'<1H OCEAN'
-117,32.85,24,1888,319,950,319,5.282,140800,'<1H OCEAN'
-119.27,35.88,32,1393,343,1282,336,1.5069,43700,INLAND
-117.09,32.76,43,3889,711,1466,663,3.5529,223000,'NEAR OCEAN'
-121.24,37.93,21,1185,237,960,245,2.0893,65000,INLAND
-118.35,33.9,25,3309,902,2299,837,3.0417,237000,'<1H OCEAN'
-118.28,34.03,40,2118,796,2195,658,1.7976,164600,'<1H OCEAN'
-122.46,37.51,23,949,151,399,149,5.6286,411300,'NEAR OCEAN'
-121.55,39.51,48,827,198,396,161,0.8024,58300,INLAND
-117.22,33.87,16,56,7,39,14,2.625,500001,INLAND
-120.85,37.77,35,404,96,261,100,2.4583,75000,INLAND
-118.3,34.02,31,1933,478,1522,423,1.5781,119300,'<1H OCEAN'
-121.28,38.13,32,3366,676,1916,697,2.5401,125400,INLAND
-122.47,38.5,23,2191,415,959,361,4.1993,214500,INLAND
-122.31,37.93,36,1526,256,696,263,3.5089,261900,'NEAR BAY'
-122.09,37.38,36,2587,416,1055,410,6.1995,407200,'NEAR BAY'
-117.76,34.11,22,4935,954,2874,938,3.9825,180500,INLAND
-121.25,36.32,12,4776,1082,4601,1066,2.9184,100500,'<1H OCEAN'
-119.72,36.73,9,1914,491,1116,424,1.4646,65900,INLAND
-118.21,34.13,52,2465,611,1433,570,3.25,214200,'<1H OCEAN'
-118.57,34.2,18,7157,1869,4642,1699,3.1818,208000,'<1H OCEAN'
-121.85,37.44,8,426,61,241,55,7.309,367900,'<1H OCEAN'
-120.57,38.2,13,4110,847,1796,706,2.6417,122300,INLAND
-118.32,33.91,35,881,159,605,170,3.6654,184500,'<1H OCEAN'
-122.17,37.75,47,998,211,597,185,3.1587,100400,'NEAR BAY'
-121.3,38.61,25,2707,464,1423,490,4.3235,116900,INLAND
-117.85,33.83,26,1904,292,945,303,5.6784,232400,'<1H OCEAN'
-118.02,33.91,35,1337,234,692,235,5.1155,213700,'<1H OCEAN'
-122.79,38.48,7,6837,?,3468,1405,3.1662,191000,'<1H OCEAN'
-121.79,38,34,3090,593,1588,566,3.6118,124700,INLAND
-122.26,37.53,4,5233,1109,1690,907,6.2007,311800,'NEAR BAY'
-118.28,33.75,18,393,189,429,188,1.8393,187500,'NEAR OCEAN'
-119.04,35.96,18,1187,308,1343,277,1.875,51700,INLAND
-118.4,34.16,45,1176,250,471,228,2.3333,364700,'<1H OCEAN'
-117.29,34.14,39,1989,401,805,341,2.425,90000,INLAND
-120.08,36.96,36,2074,349,954,363,3.1136,73800,INLAND
-122.16,37.69,36,1118,219,625,228,3.7813,192200,'NEAR BAY'
-118.45,34.04,19,3330,1010,1837,915,3.0173,393800,'<1H OCEAN'
-118.19,34.05,41,1098,264,1178,245,2.1058,124300,'<1H OCEAN'
-117.16,33.54,4,4952,1000,2912,943,3.7538,147500,'<1H OCEAN'
-121.9,37.29,36,1389,225,623,223,6.6331,283300,'<1H OCEAN'
-117.33,34.12,33,933,219,838,211,1.3417,69000,INLAND
-121.96,37.31,31,3890,711,1898,717,5.2534,290900,'<1H OCEAN'
-120.84,37.51,8,1191,242,688,260,2.7243,138400,INLAND
-118.41,34.19,45,1106,225,595,228,3.6625,190700,'<1H OCEAN'
-122.55,37.91,48,1283,278,567,255,3.2794,460000,'NEAR BAY'
-122.03,37.35,19,3811,1227,1930,1153,3.5154,311400,'<1H OCEAN'
-118.42,34.02,34,2995,942,2626,947,2.2402,450000,'<1H OCEAN'
-118.22,33.81,38,1486,359,1345,326,3.3988,147800,'NEAR OCEAN'
-119.81,36.78,37,1965,364,796,335,3.625,83400,INLAND
-117.66,34.11,19,3445,661,1635,580,5.0681,230500,INLAND
-117.16,32.81,35,1213,200,532,181,3.6806,172400,'NEAR OCEAN'
-115.6,32.87,3,1629,317,1005,312,4.1293,83200,INLAND
-122.31,38.33,26,2155,339,956,365,4.0132,174700,'NEAR BAY'
-118.26,34.12,52,1942,476,1375,477,2.7348,209100,'<1H OCEAN'
-122.42,37.64,41,98,20,68,19,2.225,212500,'NEAR OCEAN'
-117.07,33.67,11,939,187,557,190,2.375,145800,INLAND
-117.76,33.53,18,3224,561,1310,580,8.4614,391900,'<1H OCEAN'
-119.45,37.21,17,3538,726,1603,629,2.9449,95600,INLAND
-122.29,37.52,38,3767,603,1455,615,6.8787,386800,'NEAR OCEAN'
-121.84,37.35,20,3375,867,4610,860,2.6894,182200,'<1H OCEAN'
-118.42,34.19,34,2622,572,1997,573,3.338,222500,'<1H OCEAN'
-122.32,37.56,9,1150,287,377,243,3.8317,237500,'NEAR OCEAN'
-115.85,34.2,34,3868,1257,890,423,1.3571,41000,INLAND
-118.1,33.84,36,1557,270,697,251,4.5417,219600,'<1H OCEAN'
-122.01,37.55,34,2791,495,1276,468,4.9167,256300,'NEAR BAY'
-121.76,37.3,6,3526,559,1378,491,6.1463,335500,'<1H OCEAN'
-118.14,33.92,31,3731,853,2313,801,3.2237,218200,'<1H OCEAN'
-122.2,37.79,44,1621,452,1354,491,2.619,134700,'NEAR BAY'
-118.42,34.22,34,3004,589,1938,568,4.1857,198600,'<1H OCEAN'
-118.2,34.06,46,453,119,533,132,2.2961,112500,'<1H OCEAN'
-118.14,34.08,24,3988,1098,2909,1034,2.7036,170000,'<1H OCEAN'
-119.33,36.3,12,2172,352,1013,354,4.9464,115600,INLAND
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300,INLAND
-121.33,37.99,15,4472,1079,1837,976,2.5,175900,INLAND
-120.89,37.54,30,509,115,275,115,2.2679,250000,INLAND
-117.96,33.99,25,1348,210,660,200,5.2852,297600,'<1H OCEAN'
-121.96,38.34,15,2857,373,1325,359,6.0252,151700,INLAND
-120.08,36.95,41,1164,211,476,171,2.4196,70700,INLAND
-118.09,33.89,42,1150,215,708,204,3.6875,171500,'<1H OCEAN'
-121.64,39.11,18,3212,542,1817,508,3.3793,92900,INLAND
-118.33,33.93,37,4916,1134,3533,1035,3.2862,152300,'<1H OCEAN'
-122.44,37.8,52,3149,719,1145,658,4.625,500001,'NEAR BAY'
-118.13,33.84,48,1895,294,881,293,6.3364,307400,'<1H OCEAN'
-117.07,33.12,12,2453,599,1251,529,2.4122,127000,'<1H OCEAN'
-117.14,32.74,16,6075,1816,2592,1634,2.5553,178100,'NEAR OCEAN'
-119.68,36.62,31,834,229,616,211,1.6602,61200,INLAND
-121.21,37.8,31,699,186,460,170,2.7443,94200,INLAND
-118.48,34.02,29,1585,542,1019,487,2.7072,375000,'<1H OCEAN'
-118.12,34.14,25,3420,977,1718,947,3.1033,217900,'<1H OCEAN'
-117.3,34.1,44,589,130,504,137,1.775,63400,INLAND
-117.85,33.79,46,1846,383,867,336,3.4234,200000,'<1H OCEAN'
-119.06,36.07,20,2683,553,1497,548,1.7031,64600,INLAND
-121.83,36.61,27,5665,1281,3612,1191,3.0542,142100,'<1H OCEAN'
-118.08,34.1,32,2830,645,1500,527,3.0819,214600,'<1H OCEAN'
-121.95,37.37,39,446,129,317,127,3.0357,208300,'<1H OCEAN'
-117.86,33.74,34,2254,630,2984,625,2.5,162500,'<1H OCEAN'
-122.67,38.24,29,2644,464,1372,450,5.0544,261800,'<1H OCEAN'
-121.24,38.79,15,2615,485,1063,428,3.7904,173200,INLAND
-118.32,34,50,2189,460,1097,469,2.4583,120900,'<1H OCEAN'
-119.31,35.99,26,1460,316,880,286,1.3676,47800,INLAND
-118.26,33.99,36,2016,505,1807,464,1.6901,103500,'<1H OCEAN'
-118.88,34.22,22,3654,517,1565,518,6.2748,274800,'<1H OCEAN'
-118.03,34.05,36,1345,331,1511,309,3.5129,142300,'<1H OCEAN'
-121.98,37.31,28,3840,629,1883,662,6.4095,335900,'<1H OCEAN'
-117.74,34.03,27,3623,809,3712,754,3.4609,123300,INLAND
-122.3,38.29,25,1701,427,1021,399,3.0404,142100,'NEAR BAY'
-121.62,39.09,21,2693,481,1337,435,3.8534,99700,INLAND
-124.26,40.58,52,2217,394,907,369,2.3571,111400,'NEAR OCEAN'
-118.18,34.09,40,2744,708,2747,674,2.6226,148800,'<1H OCEAN'
-117.88,33.9,21,3180,434,1413,391,6.5945,277300,'<1H OCEAN'
-118.21,34.05,26,745,258,694,236,1.3846,129200,'<1H OCEAN'
-117.13,32.75,37,4142,1031,1936,968,2.693,174100,'NEAR OCEAN'
-118.72,34.28,17,2654,478,1392,451,5.4459,223900,'<1H OCEAN'
-117.94,33.76,27,2512,506,1861,511,4.2386,184200,'<1H OCEAN'
-117.82,33.73,27,1270,258,809,264,5.0162,223000,'<1H OCEAN'
-118.2,33.93,40,1929,417,1780,419,3.4402,149400,'<1H OCEAN'
-117.03,32.97,16,3936,694,1935,659,4.5625,231200,'<1H OCEAN'
-121.65,36.77,15,2191,358,1150,330,4.7969,227500,'<1H OCEAN'
-118.29,34.06,42,3894,2293,6846,2156,1.5553,70000,'<1H OCEAN'
-121.48,38.46,8,10505,1777,6002,1694,4.0516,121200,INLAND
-118.2,33.92,36,414,104,477,130,3.6719,130400,'<1H OCEAN'
-118.39,33.92,41,80,20,61,23,5.25,247200,'<1H OCEAN'
-118.27,33.94,38,1314,318,1080,285,1.5872,89800,'<1H OCEAN'
-122.03,37.36,16,2697,803,1369,723,4.4699,367400,'<1H OCEAN'
-121.77,36.87,37,424,65,266,64,3.3472,293800,'NEAR OCEAN'
-115.57,32.85,33,1365,269,825,250,3.2396,62300,INLAND
-117.97,34.08,30,2227,474,1961,481,3.3261,164100,INLAND
-121.7,38.6,16,2372,588,1400,583,2.8922,153600,INLAND
-118.4,33.97,38,1089,174,502,180,7.5953,434800,'<1H OCEAN'
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,'NEAR BAY'
-118.39,34.16,20,4084,1062,1637,987,3.2388,256300,'<1H OCEAN'
-118.35,34.04,41,1617,423,1110,375,2.4635,169400,'<1H OCEAN'
-121.57,36.98,14,5231,817,2634,799,4.9702,279800,INLAND
-118.9,34.3,13,5591,1013,3188,971,5.5925,208600,'<1H OCEAN'
-117.69,33.66,5,4246,689,1933,722,6.9501,225700,'<1H OCEAN'
-118.35,33.95,28,4770,1328,3201,1196,2.681,147700,'<1H OCEAN'
-119.09,35.3,3,2821,519,1353,495,3.6852,109800,INLAND
-118.29,33.84,34,2617,558,1396,515,5.061,218000,'<1H OCEAN'
-118.96,35.4,27,2473,400,1271,427,3.5524,89100,INLAND
-121.31,37.96,52,2654,468,1157,494,3.226,107600,INLAND
-121.88,37.34,40,1547,625,1493,543,1.2887,212500,'<1H OCEAN'
-119.77,36.74,51,1454,235,729,252,3.3125,70100,INLAND
-117.93,33.9,30,2629,331,956,319,9.9071,500001,'<1H OCEAN'
-121.5,38.63,6,693,143,276,151,3.1944,117000,INLAND
-118.42,34.25,36,1430,331,1502,312,3.6292,145200,'<1H OCEAN'
-119.88,34.43,16,2206,541,1227,554,3.75,223100,'NEAR OCEAN'
-122.26,37.77,52,1670,350,793,299,2.9732,282100,'NEAR BAY'
-117.49,34.02,21,3736,738,2021,640,4.4545,142400,INLAND
-120.71,40.13,19,897,180,276,110,2.9554,89400,INLAND
-118.17,33.79,28,1219,408,1816,348,1.7589,118300,'NEAR OCEAN'
-122,37.36,25,3534,949,1880,849,3.4238,337000,'<1H OCEAN'
-118.24,34.15,7,2063,670,1892,643,1.7301,202300,'<1H OCEAN'
-122.41,37.72,35,2104,434,1225,410,4.8214,242900,'NEAR BAY'
-118.47,34.1,32,8041,1141,2768,1106,11.1978,500001,'<1H OCEAN'
-117.16,32.74,49,1815,495,601,410,3.0571,418800,'NEAR OCEAN'
-123.84,39.83,19,1461,340,515,227,1.5278,145800,'NEAR OCEAN'
-118.39,33.97,46,2198,352,839,335,6.5778,350800,'<1H OCEAN'
-118.16,34.18,44,1870,389,1345,391,1.8932,136100,'<1H OCEAN'
-118.82,34.14,22,11668,1730,4054,1671,6.9935,385500,'NEAR OCEAN'
-122.26,40.58,14,2539,466,1271,438,3.9762,138500,INLAND
-117.06,32.79,21,3787,492,1246,457,9.6023,391300,'<1H OCEAN'
-118.2,33.83,35,3737,613,1305,583,7.2096,490300,'NEAR OCEAN'
-121,37.67,26,90,18,47,18,1.125,87500,INLAND
-122.29,37.88,52,2159,424,824,388,3.8897,218400,'NEAR BAY'
-122.26,37.85,52,2202,434,910,402,3.2031,281500,'NEAR BAY'
-117.97,33.77,20,1988,424,1277,425,2.9414,162200,'<1H OCEAN'
-117.95,33.77,38,989,246,691,204,3.2632,180900,'<1H OCEAN'
-117.93,33.85,36,2147,416,1011,392,3.2188,196900,'<1H OCEAN'
-118.28,34,48,1514,376,1353,344,2.1607,96100,'<1H OCEAN'
-121.7,36.48,19,2150,479,1052,428,3.5039,288400,'<1H OCEAN'
-118.25,33.9,36,1135,231,614,227,2.5521,113100,'<1H OCEAN'
-121.86,37.4,16,2391,369,1419,373,5.8721,267800,'<1H OCEAN'
-122.26,37.88,52,2363,604,1558,573,2.944,338900,'NEAR BAY'
-117.14,32.71,52,500,?,480,108,1.8696,91100,'NEAR OCEAN'
-117.58,34.09,27,754,200,746,185,1.9531,100800,INLAND
-117.01,32.73,22,2526,530,1556,529,2.8646,120800,'NEAR OCEAN'
-122.4,37.78,32,352,132,313,105,2.5742,350000,'NEAR BAY'
-118.64,34.22,16,4312,574,1902,574,8.4438,390000,'<1H OCEAN'
-121.29,37.97,52,2995,555,1392,503,1.7794,98800,INLAND
-118.37,34.04,52,1197,231,671,219,3.825,278500,'<1H OCEAN'
-122.64,38.96,29,883,187,326,136,1.7273,58200,INLAND
-118.56,34.14,23,9657,1189,3585,1162,10.4399,500001,'<1H OCEAN'
-117.97,34.07,22,1438,364,1325,335,2.7802,162500,'<1H OCEAN'
-119.52,34.4,20,1834,477,1305,417,3.2125,251000,'NEAR OCEAN'
-118.31,33.98,52,1837,426,1062,343,2,96500,'<1H OCEAN'
-117.04,32.98,16,1332,196,640,193,6.0226,192900,'<1H OCEAN'
-121.84,39.73,52,502,100,311,100,1.5481,200000,INLAND
-120.4,37.98,19,2010,433,910,390,2.6696,121200,INLAND
-121.46,38.7,32,965,183,568,188,3.8611,93900,INLAND
-117.06,32.6,33,905,205,989,222,2.7014,108200,'NEAR OCEAN'
-122.93,41.48,20,4288,789,1800,660,2.723,79600,INLAND
-119.06,34.24,21,7436,984,2982,988,7.6775,391200,'<1H OCEAN'
-119.03,34.21,11,4528,729,2398,684,5.3044,319000,'<1H OCEAN'
-118.4,34.15,44,2515,510,967,484,5.0754,374500,'<1H OCEAN'
-118.94,34.16,3,1170,148,493,142,8.0428,500001,'<1H OCEAN'
-118.15,34.02,43,2172,605,2386,597,2.8239,150600,'<1H OCEAN'
-121.33,38.61,21,2453,518,1326,505,2.7079,148000,INLAND
-120.92,37.59,26,1705,279,642,236,2.6591,180500,INLAND
-119.41,36.35,20,1743,340,1390,336,2.2222,52900,INLAND
-118.91,35.37,32,4121,755,2590,721,3.3462,67600,INLAND
-117.95,34.03,33,1782,394,1517,376,3.3389,157900,'<1H OCEAN'
-122.03,37.35,19,3811,1227,1930,1153,3.5154,311400,'<1H OCEAN'
-122.05,37.97,16,60,10,65,19,6.1359,250000,'NEAR BAY'
-117.18,34.08,28,2243,399,1464,379,3.2105,90300,INLAND
-121.13,37.74,21,2376,475,1175,441,3.6016,134600,INLAND
-117.19,34.08,5,4458,751,2392,773,4.5938,126500,INLAND
-123.59,38.8,17,5202,1037,1742,803,3.1201,176100,'NEAR OCEAN'
-121.53,36.85,23,3359,725,1862,651,2.6719,193600,INLAND
-122.22,38.11,43,1939,353,968,392,3.1848,112700,'NEAR BAY'
-117.9,34.06,35,1313,194,599,209,7.5,287200,'<1H OCEAN'
-118.39,34.17,26,3345,818,1599,773,3.3516,241500,'<1H OCEAN'
-118.22,33.79,48,143,41,222,50,1.7,104200,'NEAR OCEAN'
-117.24,33.94,15,1569,423,1123,369,1.6111,113900,INLAND
-117.14,32.72,43,1073,344,660,279,2.0529,168800,'NEAR OCEAN'
-117.09,32.64,30,3171,862,2126,800,2.507,142700,'NEAR OCEAN'
-117.84,33.82,24,10281,1689,4926,1629,4.7946,251200,'<1H OCEAN'
-122.41,37.94,52,154,33,89,38,3.2875,275000,'NEAR BAY'
-118.91,35.37,32,4121,755,2590,721,3.3462,67600,INLAND
-118.1,34.11,49,3367,523,1317,495,6.706,351400,'<1H OCEAN'
-117.28,35.13,32,671,166,856,114,2.6477,53300,INLAND
-118.03,33.79,26,5321,889,2932,896,5.8914,237600,'<1H OCEAN'
-122.71,38.43,52,1439,325,738,316,2.2262,129900,'<1H OCEAN'
-117.58,34.09,27,754,200,746,185,1.9531,100800,INLAND
-118.45,34.07,13,4284,1452,3806,1252,1.3125,350000,'<1H OCEAN'
-117.59,34.1,17,3646,1035,1987,895,2.3603,139300,INLAND
-122.14,37.47,36,2081,412,1931,373,3.7917,160600,'NEAR BAY'
-117.24,33.77,9,6907,1379,3665,1290,2.8401,104200,INLAND
-118.37,34.04,43,1465,278,727,290,4.0781,289400,'<1H OCEAN'
-117.88,34.08,30,6132,1538,3147,1449,2.7763,187800,'<1H OCEAN'
-117.02,33.71,6,8278,1579,3062,1446,3.0043,134700,INLAND
-122.27,37.88,52,3360,648,1232,621,4.2813,284900,'NEAR BAY'
-118.14,33.84,44,3043,619,1316,607,4.4286,254900,'<1H OCEAN'
-122.22,37.37,26,440,202,322,218,5.1831,350000,'NEAR OCEAN'
-119.23,35.78,8,1612,343,1230,330,2.1806,67200,INLAND
-118.32,33.74,24,6097,794,2248,806,10.1357,500001,'NEAR OCEAN'
-122.18,37.89,18,4845,735,1634,734,8.1489,499000,'NEAR BAY'
-121.18,37.79,16,1326,286,509,297,1.9464,112500,INLAND
-118.3,33.86,35,1511,274,853,308,4.9792,251300,'<1H OCEAN'
-121.94,38.03,27,1654,478,1141,420,1.4871,87100,INLAND
-119.96,38.84,17,2722,512,828,289,3.5714,109700,INLAND
-118.09,33.92,36,1226,211,711,219,4.5699,170800,'<1H OCEAN'
-118.59,34.26,20,8146,1131,3562,1054,7.167,357100,'<1H OCEAN'
-118.19,34.21,41,1602,228,680,225,6.553,500001,'<1H OCEAN'
-118.14,33.86,43,2104,382,1071,396,5,208900,'<1H OCEAN'
-118.01,34.14,23,3425,754,2202,729,3.52,187300,INLAND
-117.03,32.6,26,1335,224,742,215,5.152,143400,'NEAR OCEAN'
-118.1,33.88,18,8046,1221,4276,1228,6.5515,319600,'<1H OCEAN'
-117.92,34.08,36,1285,228,679,231,3.8705,191900,'<1H OCEAN'
-121.22,38.4,14,2655,441,1277,422,4.6989,213800,INLAND
-117.8,33.77,29,5436,707,2046,685,8.7496,349500,'<1H OCEAN'
-122.99,39.02,14,1582,301,851,273,3.45,164100,'<1H OCEAN'
-118.17,34.09,33,2907,797,3212,793,2.2348,146600,'<1H OCEAN'
-118.35,34.04,38,1626,375,1019,372,2.3687,146800,'<1H OCEAN'
-117.89,33.75,31,1205,280,1476,301,4.0231,139200,'<1H OCEAN'
-119.09,35.33,9,7085,1148,3084,1052,4.997,142900,INLAND
-119.43,36.61,19,1484,296,1296,298,2.4219,65800,INLAND
-118.23,33.96,44,3186,876,3913,842,3.0143,148200,'<1H OCEAN'
-119.14,34.17,16,1593,353,836,357,2.726,67500,'NEAR OCEAN'
-118.3,33.96,47,2112,417,1161,368,3.9722,117400,'<1H OCEAN'
-118.46,34.26,36,1394,254,761,262,4.9485,217100,'<1H OCEAN'
-121.79,39.48,39,1105,180,408,166,3.3929,82100,INLAND
-118,33.76,14,1120,319,982,307,2.9083,179200,'<1H OCEAN'
-118.21,34.18,14,2672,335,1113,318,12.1579,500001,'<1H OCEAN'
-119.03,36.06,36,1925,443,1405,422,2.162,51900,INLAND
-122.08,37.38,33,2771,659,1496,581,3.4042,353600,'NEAR BAY'
-118.74,34.26,22,4337,673,2347,636,5.4091,222400,'<1H OCEAN'
-118.45,34.25,36,1453,270,808,275,4.3839,204600,'<1H OCEAN'
-118.37,34.05,48,1266,234,539,222,4.005,275000,'<1H OCEAN'
-122.25,37.76,52,2876,648,1340,632,3.567,252900,'NEAR BAY'
-117.2,34.12,24,3532,618,1681,590,3.5,113900,INLAND
-122.08,37.84,17,1320,159,1722,141,11.7064,500001,'NEAR BAY'
-121.15,38.21,18,4176,700,2164,699,4.0365,174200,INLAND
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND
-118.49,34.13,24,4394,?,1443,528,11.2979,500001,'<1H OCEAN'
-119.53,34.4,14,1671,383,1079,365,3.1389,248700,'<1H OCEAN'
-118.14,34.05,25,5478,1136,3062,1096,3.4118,341100,'<1H OCEAN'
-116.53,33.78,18,2547,463,411,214,2.5489,220500,INLAND
-117.77,33.88,8,4874,627,2070,619,8.1117,410200,'<1H OCEAN'
-117.22,32.75,26,696,185,384,184,2.6121,125000,'NEAR OCEAN'
-115.51,32.99,20,1402,287,1104,317,1.9088,63700,INLAND
-117.2,33.24,12,4992,?,2106,801,6.2079,307300,'<1H OCEAN'
-117.88,34.08,30,6132,1538,3147,1449,2.7763,187800,'<1H OCEAN'
-118.35,34.06,52,1368,322,617,303,5.3819,440900,'<1H OCEAN'
-117.17,32.82,21,2869,596,1471,577,3.0375,197600,'NEAR OCEAN'
-120.67,35.29,44,2236,411,1036,437,3.0833,219300,'NEAR OCEAN'
-118.41,33.92,29,1436,401,674,343,3.6389,275000,'<1H OCEAN'
-117.76,33.7,12,4025,574,2042,588,7.9125,344900,'<1H OCEAN'
-122.43,37.78,26,3587,1034,1821,936,2.6392,287500,'NEAR BAY'
-121.8,38.69,8,3544,691,2118,678,3.7477,122200,INLAND
-117.12,32.75,25,2222,634,1025,568,1.64,130000,'NEAR OCEAN'
-118.22,33.88,35,998,313,1335,311,1.6574,102500,'<1H OCEAN'
-118.3,34.19,52,1704,277,746,262,4.7986,326100,'<1H OCEAN'
-118.16,33.77,38,3235,769,1284,752,2.9384,304100,'NEAR OCEAN'
-118.45,34.04,23,3771,1321,2031,1241,2.7679,277500,'<1H OCEAN'
-117.24,33.05,15,3029,555,1559,546,5.3129,169200,'NEAR OCEAN'
-121.23,38.71,18,4947,714,2227,675,4.8542,170500,INLAND
-120.13,39.06,22,2465,539,381,146,2.875,87500,INLAND
-119.69,36.83,28,1868,350,898,329,3.1814,78900,INLAND
-118.36,33.82,26,5166,1313,2738,1239,3.3565,360800,'<1H OCEAN'
-117.11,32.66,52,25,5,14,9,1.625,118800,'NEAR OCEAN'
